posted,date,time,city,state,shape,duration,summary,images,img_link,lat,lng,population
06/22/22,01/28/22,10:30:00,Cornville,AZ,Circle,3 min,I photographed one craft up close also photographed multiple craft in the background in the same area.,Yes,https://nuforc.org/webreports/reports/168/S168157.html,34.7389,-111.9086,3543
06/22/22,01/21/22,07:03:00,Phoenix,AZ,Triangle,20 seconds,Photo taken in Live Photo image feature of what looks like a ship (left) to possibly other cylindrical ship (right) hiding in clouds.,Yes,https://nuforc.org/webreports/reports/168/S168222.html,33.5722,-112.0892,4047095
06/22/22,10/20/21,11:33:00,Malden,MA,Changing,2019/2022 UFOs filmed,Videos of UFOs YouTube channel Jeffrey Ventola,Yes,https://nuforc.org/webreports/reports/168/S168629.html,42.4305,-71.0576,65602
06/22/22,10/04/21,20:21:00,Burbank,CA,Light,Few seconds,2 bright lights/disks zooming too low/fast in sky to be aircraft,Yes,https://nuforc.org/webreports/reports/168/S168626.html,34.1879,-118.3235,107364
06/22/22,09/11/21,23:06:00,medford,OR,Circle,about 20 sec.,i was sitting in the car and i caught something bright out of the corner of my eye and my first thought was to record so i did.,Yes,https://nuforc.org/webreports/reports/168/S168306.html,42.3372,-122.854,178457
06/22/22,06/28/21,02:24:00,Millersburg,OH,Cylinder,1 min,Flickering craft moving in different directions and slow. Seemed to change shape when flashing,Yes,https://nuforc.org/webreports/reports/168/S168198.html,40.5533,-81.9171,3141
06/22/22,12/12/20,23:45:00,New Brunswick,NJ,Disk,5 mins or so.,Saw a UFo in the sky while waiting for food delivery.,Yes,https://nuforc.org/webreports/reports/168/S168134.html,40.487,-74.445,55671
06/22/22,11/20/20,16:44:00,Washington,DC,Circle,10 minutes,In car driving into DC and saw two UFOs,Yes,https://nuforc.org/webreports/reports/168/S168398.html,38.9047,-77.0163,4810669
06/22/22,10/22/20,19:33:00,Little Elm,TX,Circle,One picture,"Object moved in different directions, hovers a few minutes and was gone",Yes,https://nuforc.org/webreports/reports/168/S168602.html,33.1858,-96.9295,45124
06/22/22,03/29/20,22:06:00,Alexandria,VA,Circle,15-30min,Walked outside and noticed an oddly behaving bright star took picture and video then noticed something extremely out of the ordinary,Yes,https://nuforc.org/webreports/reports/168/S168682.html,38.8185,-77.0861,158185
06/22/22,04/22/19,18:34:00,Camas,WA,Fireball,25 minutes,Reporting for friend who witnessed. Said it slowly moved down from sky and settled on hillside in distance. Was looking at sunset.,Yes,https://nuforc.org/webreports/reports/168/S168744.html,45.6005,-122.4304,25774
06/22/22,07/15/17,19:40:00,Casa Grande,AZ,Disk,20 minutes,"The craft hovered over the neighbors roof, disk shaped slanted, no light, so sound, just sitting dead still in the air",Yes,https://nuforc.org/webreports/reports/168/S168164.html,32.9069,-111.7624,53488
06/22/22,09/27/15,22:40:00,Chicago,IL,Oval,about 30 seconds,I was driving home and this siting startled me.,Yes,https://nuforc.org/webreports/reports/168/S168442.html,41.8375,-87.6866,8595181
06/22/22,06/08/14,15:43:00,Kissimmee,FL,Circle,Couple min,Took a picture of the clouds forming and when I look at it I see a round object,Yes,https://nuforc.org/webreports/reports/168/S168553.html,28.3041,-81.4169,399929
06/22/22,05/16/14,21:45:00,Warner Robins,GA,Changing,Two Minutes,"Light, changing colors and shape, moving fast, no noise",Yes,https://nuforc.org/webreports/reports/168/S168383.html,32.5961,-83.6527,157416
06/22/22,12/20/12,22:30:00,Columbia,SC,Light,15 seconds,"Camping and two beams of light pierced out tent, circling through the top of our tent, for about 5 seconds and then stopped.",Yes,https://nuforc.org/webreports/reports/168/S168621.html,34.0378,-80.9036,640502
05/31/22,05/11/22,20:45:00,Morristown,TN,Circle,20 minutes,"We thought it was a planet, but no planets were able to be seen via Google sky at that time. We brought out a rudimentary telescope and",Yes,https://nuforc.org/webreports/reports/167/S167836.html,36.2043,-83.3001,30387
05/31/22,05/11/22,13:12:00,Wilsonville,OR,Disk,Took photo over contrail,Did not see by eye. Saw in photo taken.,Yes,https://nuforc.org/webreports/reports/167/S167842.html,45.3109,-122.7702,25887
05/31/22,05/10/22,07:10:00,Coral Gables,FL,Other,5 minutes,The craft was stationary. In a few minutes it disappeared.,Yes,https://nuforc.org/webreports/reports/167/S167809.html,25.7037,-80.2715,49269
05/31/22,05/08/22,19:30:00,Gatlinburg,TN,Unknown,10 minutes,Large bright orange glowing light that moved across the mountains. The sky appeared completely clouded during this glow,Yes,https://nuforc.org/webreports/reports/167/S167790.html,35.725,-83.4938,3684
05/31/22,05/08/22,17:51:00,menasha,WI,Unknown,,we noticed it in a photo and we cant figure out what it might be,Yes,https://nuforc.org/webreports/reports/167/S167775.html,44.2125,-88.4271,18157
05/31/22,05/08/22,05:15:00,LAKEWOOD,OH,Circle,Longer than an hour,Seen 2 objects circular with lights Lakewood ohio,Yes,https://nuforc.org/webreports/reports/167/S167797.html,41.4822,-81.8008,50841
05/31/22,05/06/22,06:01:00,Orlando,FL,Cone,5 minutes,Not sure. Looks like something machanically controlled decent,Yes,https://nuforc.org/webreports/reports/167/S167764.html,28.4773,-81.337,1927699
05/31/22,05/06/22,05:47:00,Lehigh Acres,FL,Light,Approximately 30 minutes,"Early morning, still dark, waiting at bus stop",Yes,https://nuforc.org/webreports/reports/167/S167757.html,26.612,-81.6388,123751
05/31/22,05/06/22,05:46:00,Sarasota,FL,Unknown,,Hovering in one spot,Yes,https://nuforc.org/webreports/reports/167/S167759.html,27.3387,-82.5432,727388
05/31/22,05/06/22,05:30:00,Tampa,FL,Orb,Captured in photo,Spotted while taking photos of space x launch,Yes,https://nuforc.org/webreports/reports/167/S167754.html,27.9945,-82.4447,2683956
05/31/22,05/06/22,05:30:00,Tampa,FL,Changing,10minutes,Strang lights ((NUFORC Note,Yes,https://nuforc.org/webreports/reports/167/S167762.html,27.9945,-82.4447,2683956
05/31/22,05/05/22,20:15:00,LEWES,DE,Light,Approx. 3-5 mins,Daughter noticed these lights and they were seemingly floating past. She took the attached photo with her cell,Yes,https://nuforc.org/webreports/reports/167/S167753.html,38.7776,-75.145,3257
05/31/22,05/03/22,21:30:00,Fairmont,MN,Light,1-2 minutes,I saw an orange one that I typically see then noticed the more brilliant one 30° above horizon which spawned a smaller one made dogs ho,Yes,https://nuforc.org/webreports/reports/167/S167744.html,43.6441,-94.4621,10465
05/31/22,05/03/22,20:37:00,columbia,NJ,Cigar,for about 10 seconds,seen with eyes and caught on security cameras,Yes,https://nuforc.org/webreports/reports/167/S167751.html,40.926,-75.0945,204
05/31/22,05/02/22,04:23:00,Redding,CA,Sphere,1 hour +,Mass Sighting of Hundreds (Maybe Thousands) of Unidentified Lights in the Sky for Approximately One Hour in Northern California,Yes,https://nuforc.org/webreports/reports/167/S167729.html,40.5698,-122.365,121498
05/31/22,05/01/22,04:25:00,Roseville,CA,Orb,1-2 hrs,Two golden orbs movin slowly; one a bit bigger. ((NUFORC Note: Conjunction of Venus an Jupiter. PD)),Yes,https://nuforc.org/webreports/reports/167/S167701.html,38.7703,-121.3196,145687
05/31/22,05/01/22,04:00:00,San Miguel,CA,Sphere,4-6 seconds,"Object observed flying southwest to northeast over the sky, resembling a shooting star, then making unreasonable movements.",Yes,https://nuforc.org/webreports/reports/167/S167768.html,37.8867,-122.0368,3573
05/31/22,04/30/22,22:40:00,Quapaw,OK,Disk,1 minute,Motorized disco ball moving with ZERO sound across sky.,Yes,https://nuforc.org/webreports/reports/167/S167707.html,36.9497,-94.7805,789
05/31/22,04/30/22,21:00:00,Binghamton,NY,Sphere,5-10 minutes,"Orange/reddish light, slightly pulsating in brightness (~4 sec intervals) moving from southeast to south. Occured 3 times.",Yes,https://nuforc.org/webreports/reports/167/S167755.html,42.1014,-75.9093,146870
05/31/22,04/30/22,05:50:00,Oneida,TN,Circle,Watched and took pictures,Watched this thing for at least 20 minutes. It never moved,Yes,https://nuforc.org/webreports/reports/167/S167730.html,36.5171,-84.5108,3768
05/31/22,04/30/22,05:35:00,Lafayette,LA,Light,5:45am,Glowing big starts/ ufos,Yes,https://nuforc.org/webreports/reports/167/S167709.html,30.2082,-92.0325,254286
05/31/22,04/30/22,05:33:00,Ephrata,PA,Light,About 15 minutes,"Noticed lights in sky, not plane or stars",Yes,https://nuforc.org/webreports/reports/167/S167710.html,40.1811,-76.1812,13767
05/31/22,04/29/22,08:02:00,Vienna,VA,Circle,About 2 miners,Circle shaped object that rotates at a high altitude,Yes,https://nuforc.org/webreports/reports/167/S167681.html,38.8996,-77.2597,16465
05/31/22,04/28/22,21:12:00,Holland,MI,Other,N/a,I had video going in the background and have been feeling strange I have original video photos etc,Yes,https://nuforc.org/webreports/reports/167/S167679.html,42.7677,-86.0984,100202
05/31/22,04/27/22,20:15:00,The Villages,FL,Chevron,10 minutes,Thought it was a plane at first but it was stationary for 10 minutes. Moved within seconds after I took photo and before I could get 2,Yes,https://nuforc.org/webreports/reports/167/S167766.html,28.9034,-81.9887,119296
05/31/22,04/26/22,22:36:00,Loveland,CO,Changing,30 to 45 seconds,Translucent Shapeshifting craft moving at impossible speeds,Yes,https://nuforc.org/webreports/reports/167/S167621.html,40.4166,-105.0623,75938
05/31/22,04/25/22,06:24:00,Pompano Beach,FL,Light,one picture,I don't know what it is might not be a ufo,Yes,https://nuforc.org/webreports/reports/167/S167625.html,26.2428,-80.1312,111423
05/31/22,04/24/22,21:37:00,Boise,ID,Rectangle,60 seconds each,3 very bright red/orange orbs with grey halos. Square metallic in center. Each flew 10 minutes apart. Hovered then high rate of speed.,Yes,https://nuforc.org/webreports/reports/167/S167642.html,43.6005,-116.2308,422665
05/31/22,04/23/22,22:00:00,Streetsboro,OH,Triangle,10 to 15 seconds,I saw a large white triangular craft in orbit moving north to south,Yes,https://nuforc.org/webreports/reports/167/S167732.html,41.2396,-81.3456,17282
05/31/22,04/23/22,21:00:00,San Diego,CA,Light,30 minutes to an hour,"Looked west from our doorstep at 9pm and saw a large shimmering lights. The colors were almost sparkling whites, reds, blues.",Yes,https://nuforc.org/webreports/reports/167/S167598.html,32.8313,-117.1222,3084174
05/31/22,04/23/22,20:50:00,Green isle,MN,Orb,2 minutes,Just right outside of green isle there was a orb floating in the sky,Yes,https://nuforc.org/webreports/reports/167/S167603.html,44.6804,-94.0052,518
05/31/22,04/22/22,21:24:00,Fremont,CA,Chevron,1-2 minutes in total,saw some strange bright orange objects on my evening walk,Yes,https://nuforc.org/webreports/reports/167/S167616.html,37.5265,-121.9843,231502
05/31/22,04/22/22,21:23:00,Fremont,CA,Fireball,1 to 2 minutes/maybe 5,Fireball with an x through it.,Yes,https://nuforc.org/webreports/reports/167/S167613.html,37.5265,-121.9843,231502
05/31/22,04/21/22,21:52:00,Gaithersburg,MD,Cylinder,about 10 minutes,Possible UFO sighting.,Yes,https://nuforc.org/webreports/reports/167/S167612.html,39.1346,-77.2131,68827
05/31/22,04/20/22,00:45:00,Brooklyn,NY,Changing,Approximately 30 minutes,Orb that changed shape shot up into the sky after hovering,Yes,https://nuforc.org/webreports/reports/167/S167851.html,40.6501,-73.9496,2736074
05/31/22,04/17/22,12:08:00,Springdale,UT,Disk,,"Nothing seen at the time, rather when we got home to look at pics from the trip. Submitted are 2 pics taken at the same time",Yes,https://nuforc.org/webreports/reports/167/S167599.html,37.1816,-113.0049,521
05/31/22,03/27/22,15:41:00,Irvine,CA,Disk,5-7 minutes,Spotted black dot in the sky hovering in same spot,Yes,https://nuforc.org/webreports/reports/167/S167615.html,33.6772,-117.7738,297868
05/31/22,03/23/22,21:00:00,Burns,OR,Cigar,one minute?,I was taking pictures and was puzzled by this brown cigar when I looked at them later.,Yes,https://nuforc.org/webreports/reports/167/S167871.html,43.5883,-119.0612,2726
05/31/22,01/04/22,02:06:00,Burney,CA,Rectangle,30 seconds,I saw something hovering over my house and something with a bright light,Yes,https://nuforc.org/webreports/reports/167/S167827.html,40.8846,-121.6691,3377
05/31/22,11/23/21,11:07:00,Miami Gardens,FL,Light,5 days,We have eight images of UFO that we saw in the backyard,Yes,https://nuforc.org/webreports/reports/167/S167627.html,25.9433,-80.2426,111706
05/31/22,10/01/21,09:40:00,Albuquerque,NM,Other,Its oniy 2 video frames,Space craft caught on film,Yes,https://nuforc.org/webreports/reports/167/S167783.html,35.1054,-106.6465,765693
05/31/22,08/28/21,17:47:00,Rome,GA,Sphere,20 seconds,Odd object moving with no sound,Yes,https://nuforc.org/webreports/reports/167/S167717.html,34.2662,-85.1863,66998
05/31/22,06/04/21,19:40:00,Brooklyn,NY,Disk,3 minutes,Direct Contact: Stared at each other for three minutes before it took off,Yes,https://nuforc.org/webreports/reports/167/S167721.html,40.6501,-73.9496,2736074
05/31/22,10/31/15,21:00:00,Columbia,TN,Formation,10-15 minutes,My daughter and I were paced by a formation of craft for about ten miles.,Yes,https://nuforc.org/webreports/reports/167/S167770.html,35.6238,-87.0484,40957
05/31/22,07/26/98,18:25:00,Portland,OR,Cylinder,30 seconds,See picture,Yes,https://nuforc.org/webreports/reports/167/S167758.html,45.5371,-122.65,2036875
04/22/22,04/22/22,05:35:00,Howard City,MI,Cross,5 minutes,"It was Shaped like a capitalized letter ""T""",Yes,https://nuforc.org/webreports/reports/167/S167562.html,43.3947,-85.4683,1838
04/22/22,04/22/22,00:12:00,Tipton,IN,Cigar,Saw the craft for 5-10min,Saw a cigar shaped craft with lights on the underneath hovering above the city flying at fast speeds ((Starlink satellites??)),Yes,https://nuforc.org/webreports/reports/167/S167566.html,40.282,-86.0423,5211
04/22/22,04/21/22,21:51:00,Bloomington,IN,Formation,1 minute,String of lights heading west to east across sky.,Yes,https://nuforc.org/webreports/reports/167/S167578.html,39.1637,-86.5257,106327
04/22/22,04/21/22,21:50:00,Flat Rock,MI,Cigar,3-5 minutes,"Saw an amber string of lights fly west to east at airliner altitude, then seemingly faded into a perfectly clear night sky.",Yes,https://nuforc.org/webreports/reports/167/S167564.html,42.0991,-83.2716,10439
04/22/22,04/21/22,21:50:00,Muskegon,MI,Formation,2-3 mins,"Long, tight row of lights flew from over the lake going inland ((Starlink satellites??))",Yes,https://nuforc.org/webreports/reports/167/S167576.html,43.2281,-86.2562,164136
04/22/22,04/21/22,20:52:00,Evansdale,IA,Cylinder,1 minute,"Long straight bright white object, bright as the stars",Yes,https://nuforc.org/webreports/reports/167/S167572.html,42.4635,-92.2766,4599
04/22/22,04/21/22,10:06:00,Imperial,PA,Cigar,About 3 mins.,Bright very slow no Soundwave very bright,Yes,https://nuforc.org/webreports/reports/167/S167573.html,40.4536,-80.2499,2731
04/22/22,04/21/22,01:53:00,Grants,NM,Changing,Last 5 months,We are above Grants New Mexico stationery and moving every single night,Yes,https://nuforc.org/webreports/reports/167/S167542.html,35.1538,-107.8335,9208
04/22/22,04/20/22,22:14:00,Rosedale,MD,Light,5 min or longer,Lights changing and moving,Yes,https://nuforc.org/webreports/reports/167/S167551.html,39.3266,-76.5084,20296
04/22/22,04/19/22,23:56:00,Lumberton,MS,Triangle,All the time,"IN DANGER Actual footage of UFO's and Alien on security system some paranormal, orbs, radio frequency and voices camera footage of all",Yes,https://nuforc.org/webreports/reports/167/S167482.html,31.0064,-89.4592,1522
04/22/22,04/17/22,20:05:00,York,PA,Other,10 minutes,Long straight vertical object,Yes,https://nuforc.org/webreports/reports/167/S167495.html,39.9651,-76.7315,236818
04/22/22,04/17/22,16:00:00,Apache Junction,AZ,Oval,Unknown,The item just pops in the last second or 2 of a short video.,Yes,https://nuforc.org/webreports/reports/167/S167484.html,33.3985,-111.535,38311
04/22/22,04/15/22,21:21:00,Boise,ID,Orb,40 seconds,Went out to observe the sky tonight for my college astronomy class and saw a bright orange orb west of my house pulsating. It was the,Yes,https://nuforc.org/webreports/reports/167/S167519.html,43.6005,-116.2308,422665
04/22/22,04/15/22,14:20:00,Aurora,IN,Orb,,noticed blue orb in my photos of the sun,Yes,https://nuforc.org/webreports/reports/167/S167479.html,39.0674,-84.9044,3757
04/22/22,04/15/22,07:22:00,Riverdale,UT,Light,Saw on tv and backyard,Was seen on tv show street outlaws flashes and streaks accross sky,Yes,https://nuforc.org/webreports/reports/167/S167476.html,41.1732,-112.0023,9279
04/22/22,04/13/22,23:00:00,White Hall,IL,Formation,Several minutes,Multiple lights in formation appearing from clouds then reentering clouds,Yes,https://nuforc.org/webreports/reports/167/S167473.html,39.4388,-90.402,2208
04/22/22,04/12/22,20:58:00,Prague,OK,Disk,15 Seconds,A Disk Shaped Craft with Rotating Lights/Alternating Brightness,Yes,https://nuforc.org/webreports/reports/167/S167454.html,35.499,-96.7001,1756
04/22/22,04/12/22,20:50:00,ABERDEEN,MD,Rectangle,Saw this moving in sky,Saw this,Yes,https://nuforc.org/webreports/reports/167/S167508.html,39.5151,-76.1733,16176
04/22/22,04/11/22,13:50:00,Fresno,CA,Formation,4 minutes,Black large silent object hovering over Fresno,Yes,https://nuforc.org/webreports/reports/167/S167407.html,36.783,-119.7939,719558
04/22/22,04/10/22,20:36:00,Flatrock,NC,Unknown,1-2 minutes,"Large, silent object",Yes,https://nuforc.org/webreports/reports/167/S167450.html,35.2678,-82.4526,3460
04/22/22,04/08/22,11:17:00,Orlando,FL,Diamond,8 seconds of video,Multi sided black reflective object flying across day sky rotating.,Yes,https://nuforc.org/webreports/reports/167/S167380.html,28.4773,-81.337,1927699
04/22/22,04/07/22,19:05:00,Stow,OH,Unknown,Unknown saw in pictures,Saw something in one of two pictures I took seconds apart,Yes,https://nuforc.org/webreports/reports/167/S167499.html,41.1765,-81.4344,34556
04/22/22,04/07/22,14:03:00,Dallas,TX,Disk,Approx 30 seconds,Managed to snap two quick pics looking east at approx 45 degrees,Yes,https://nuforc.org/webreports/reports/167/S167461.html,32.7935,-96.7667,5668165
04/22/22,04/05/22,19:55:00,Bellingham,WA,Teardrop,3 to 5 minutes,A UAP- flying object that looks like a white color teardrop with a trail when moving fast. And no trail at some points of it's maneuver,Yes,https://nuforc.org/webreports/reports/167/S167396.html,48.7548,-122.469,129601
04/22/22,04/04/22,06:30:00,The Villages,FL,Circle,approx 15 minutes.,"We see Venus recently every morning but for two mornings there were 2 non-moving lights, slightly above and to the right of Venus.",Yes,https://nuforc.org/webreports/reports/167/S167390.html,28.9034,-81.9887,119296
04/22/22,04/02/22,00:16:00,Kingsport,TN,Triangle,5-7 seconds,Walked outside to my back porch and immediately saw a dark triangle shape craft moving totally silent from E to W with dimmed lights.,Yes,https://nuforc.org/webreports/reports/167/S167345.html,36.5224,-82.5454,98767
04/22/22,03/31/22,12:07:00,Bloomington,IN,Triangle,A long time.,I have managed to get in a Fight with Invading Extraterrestrials,Yes,https://nuforc.org/webreports/reports/167/S167324.html,39.1637,-86.5257,106327
04/22/22,03/30/22,22:00:00,Salton City,CA,Light,4-5 min,My friend and I witness approximately 13 very bright amber yellow round lights that held in a hover position they changed formation,Yes,https://nuforc.org/webreports/reports/167/S167325.html,33.2994,-115.9609,4900
04/22/22,03/29/22,22:10:00,Wappingers Falls,NY,Light,10 minutes,Driving home when I noticed a blue glow moving slowly in the sky..,Yes,https://nuforc.org/webreports/reports/167/S167304.html,41.5984,-73.9181,6074
04/22/22,03/29/22,20:00:00,Las Vegas,NV,Rectangle,5 seconds,4 green lights suddenly appeared over New York New York during photo and disappeared as soon as I clicked the photo.,Yes,https://nuforc.org/webreports/reports/167/S167301.html,36.2333,-115.2654,2150373
04/22/22,03/28/22,04:49:00,Fairbanks,AK,Circle,5mins,"Circle lights,move fast.from center to northeast",Yes,https://nuforc.org/webreports/reports/167/S167336.html,64.8353,-147.6533,64160
04/22/22,03/26/22,00:00:00,Battle Ground,WA,Circle,1 minute and a half,Around midnight I saw a circular object with ever changing colors on it hovering over the field behind where I live,Yes,https://nuforc.org/webreports/reports/167/S167262.html,45.7766,-122.5413,20536
04/22/22,03/25/22,23:00:00,Sacramento,CA,Circle,about one minute,"An object with red and blue flashing lights, hovered over my house, then flew off.",Yes,https://nuforc.org/webreports/reports/167/S167263.html,38.5677,-121.4685,1924167
04/22/22,03/25/22,05:45:00,Gastonia,NC,Light,Has been in sky every day,A bright moving light in the sky-light has blue and pink hue. Moves fast in video,Yes,https://nuforc.org/webreports/reports/167/S167291.html,35.2494,-81.1854,194190
04/22/22,03/24/22,23:59:00,Richmond,VA,Disk,3,we saw a very bright light out of nowhere.,Yes,https://nuforc.org/webreports/reports/167/S167239.html,37.5295,-77.4756,1008069
04/22/22,03/24/22,20:29:00,Glenmoore,PA,Light,2 min.,Ship faint but lights around and smaller cylinder above at 11 o clock.,Yes,https://nuforc.org/webreports/reports/167/S167251.html,40.0868,-75.782,953
04/22/22,03/23/22,12:51:00,Pittsburgh,PA,Formation,,Observing what you call the sun phone lens then bottom left to right,Yes,https://nuforc.org/webreports/reports/167/S167227.html,40.4397,-79.9763,1720279
04/22/22,03/21/22,19:53:00,San Diego,CA,Circle,Less than four are five s,I was out with my wife and I happened to glance up because I like too watch the planes taking off from the airport.,Yes,https://nuforc.org/webreports/reports/167/S167322.html,32.8313,-117.1222,3084174
04/22/22,03/21/22,02:14:00,El Cajon,CA,Orb,For approx. 20 mins,6circular orbs and another with fire like propulsions,Yes,https://nuforc.org/webreports/reports/167/S167237.html,32.8017,-116.9604,106043
04/22/22,03/20/22,22:26:00,Kasilof,AK,Circle,Less then 5min,"Saw it out of my cabin window before bed. Was a bright circular shape hovering in the air. Got larger, then smaller, and disappeared.",Yes,https://nuforc.org/webreports/reports/167/S167180.html,60.331,-151.2293,459
04/22/22,03/20/22,15:58:00,Three Rivers,MI,Cigar,5 minutes,Had masking capability but saw it very clearly when unmasked itself briefly when was engaging main engine.,Yes,https://nuforc.org/webreports/reports/167/S167272.html,41.947,-85.6281,7946
04/22/22,03/19/22,22:08:00,Ignacio,CO,Unknown,Short,Was fast ahowed up on picturea,Yes,https://nuforc.org/webreports/reports/167/S167151.html,37.118,-107.6376,1319
04/22/22,03/19/22,16:46:00,Lexington,VA,Diamond,15-20 seconds,Visiting the area and while walking the dog at 16:46 noticed a bright object ahead of a jet leaving contrails both moving rapidly,Yes,https://nuforc.org/webreports/reports/167/S167223.html,37.7825,-79.4441,7287
04/22/22,03/19/22,15:00:00,Las Vegas,NV,Orb,2 seconds,Bright glowing orb shot straight up into the clouds from inside a dry water drainage channel in broad daylight,Yes,https://nuforc.org/webreports/reports/167/S167157.html,36.2333,-115.2654,2150373
04/22/22,03/18/22,18:40:00,Jacksonville Beach,FL,Cigar,5,3 Shapes high in sky with sphere further up,Yes,https://nuforc.org/webreports/reports/167/S167134.html,30.2782,-81.4045,23492
04/22/22,03/18/22,12:10:00,Florence,OR,Unknown,Unknown,I was taking pictures of the far side of the river. Getting the feeling as always I am being watched. I did not see it.,Yes,https://nuforc.org/webreports/reports/167/S167233.html,43.9916,-124.1063,9353
04/22/22,03/18/22,07:16:00,Salt Lake City,UT,Disk,One Second,I dropped my grandson off to his mom at the Utah State capital building and took photographs of moon going home and 1/8 photos show ima,Yes,https://nuforc.org/webreports/reports/167/S167135.html,40.7776,-111.9311,1135344
04/22/22,03/18/22,07:16:00,Salt Lake City,UT,Formation,Captured series of photos,Took a series of moon photos over city lights and lake,Yes,https://nuforc.org/webreports/reports/167/S167417.html,40.7776,-111.9311,1135344
04/22/22,03/18/22,07:10:00,Villa Rica,GA,Egg,"Not sure, I was driving.",2 VERY bright orbs stationary in sky.,Yes,https://nuforc.org/webreports/reports/167/S167136.html,33.7294,-84.9177,16863
04/22/22,03/17/22,14:00:00,Vista,CA,Circle,2 minutes,Playing golf at vista valley cc looking approx. North sighted a circular craft with a verticle fin flying on the other side on hillside,Yes,https://nuforc.org/webreports/reports/167/S167121.html,33.1896,-117.2386,98651
04/22/22,03/17/22,10:58:00,Creston,CA,Circle,1 minute,Weird pattern in the western sky with object above apex,Yes,https://nuforc.org/webreports/reports/167/S167126.html,35.5173,-120.521,0
04/22/22,03/16/22,23:59:00,Richmond,VA,Disk,4,we saw a very bright light out of nowhere.,Yes,https://nuforc.org/webreports/reports/167/S167238.html,37.5295,-77.4756,1008069
04/22/22,03/15/22,09:00:00,Staten Island,NY,Circle,A few minutes,"Ive been noticing cont trails in the sky, took a picture and sure round shaped object. ((NUFOC Note: Lens flare caused by Sun. PD))",Yes,https://nuforc.org/webreports/reports/167/S167097.html,40.5834,-74.1496,495747
04/22/22,03/15/22,02:00:00,White Oak,OH,Circle,2 minutes,Looked like 4 circles stuck together with white light some red,Yes,https://nuforc.org/webreports/reports/167/S167099.html,39.2106,-84.606,19123
04/22/22,03/13/22,13:14:00,Las Vegas,NV,Changing,33 minutes,"Observed an object/phenomena that morphed, pulsed with color, cloaked, maneuvered in advanced manner, rotated, wobbled",Yes,https://nuforc.org/webreports/reports/167/S167347.html,36.2333,-115.2654,2150373
04/22/22,03/10/22,19:20:00,Haslet,TX,Disk,20 seconds,Flying saucer in the sky,Yes,https://nuforc.org/webreports/reports/167/S167028.html,32.9609,-97.3387,2296
04/22/22,03/10/22,18:00:00,Orlando,FL,Disk,14 minutes or so,It was way higher than the plane,Yes,https://nuforc.org/webreports/reports/167/S167032.html,28.4773,-81.337,1927699
04/22/22,03/09/22,06:55:00,Honolulu,HI,Oval,Ongoing (at 7:05am),"Two bright oval objects, appear to be lined up, stationary, lights are ring-shaped.",Yes,https://nuforc.org/webreports/reports/167/S167056.html,21.3294,-157.846,835291
04/22/22,03/09/22,03:13:00,Fruitland Park,FL,Cigar,3 seconds,Recorded and stored on Ring Camera Cloud,Yes,https://nuforc.org/webreports/reports/167/S167035.html,28.8599,-81.9177,7879
04/22/22,03/08/22,12:09:00,Tyler,TX,Light,Almost 30-60 minutes,Random light shows up moving strangely and no bright stars in sight.,Yes,https://nuforc.org/webreports/reports/167/S167072.html,32.3184,-95.3062,143895
04/22/22,03/06/22,18:10:00,Honolulu,HI,Circle,Approximately 40 minutes,I saw a glimmer in the sky and looked up to see a white object stationary,Yes,https://nuforc.org/webreports/reports/167/S167111.html,21.3294,-157.846,835291
04/22/22,03/06/22,17:30:00,Dallas,OR,Other,10 minutes,I took 5 minute video of it,Yes,https://nuforc.org/webreports/reports/166/S166997.html,44.9221,-123.313,16663
04/22/22,03/04/22,22:00:00,Phoenix,AZ,Formation,An hour,I saw a light formation as a circle then I was able to capture different ships,Yes,https://nuforc.org/webreports/reports/167/S167008.html,33.5722,-112.0892,4047095
04/22/22,03/04/22,20:28:00,Lakewood,CO,Other,3 years,Continuous contact with the forces of the universe,Yes,https://nuforc.org/webreports/reports/167/S167015.html,39.6977,-105.1172,155608
04/22/22,03/01/22,00:00:00,Fort Payne,AL,Cylinder,20 seconds,"I'm capturing these ""rods"" on my infrared security camera usually between 12 a.m. and 4 a.m. each morning.",Yes,https://nuforc.org/webreports/reports/167/S167364.html,34.4559,-85.6965,14730
04/22/22,02/23/22,04:30:00,Oceanside,CA,Diamond,1 minute,hovering over crater in empty field,Yes,https://nuforc.org/webreports/reports/167/S167144.html,33.2247,-117.3083,174461
04/22/22,02/15/22,19:00:00,Eagle River,WI,Cross,Several second's,Outside for a smoke and saw lights coming at the house. Ran like hell!,Yes,https://nuforc.org/webreports/reports/167/S167020.html,45.925,-89.2561,1523
04/22/22,02/10/22,11:49:00,League city,TX,Disk,N/a,UFO in clouds,Yes,https://nuforc.org/webreports/reports/167/S167366.html,29.4874,-95.1087,111847
04/22/22,02/10/22,04:39:00,Los Angeles,CA,Other,30 seconds?,seen it from a distance it came closer did not look like any aircraft I ever seen wasnt flying fast was close yet no sound,Yes,https://nuforc.org/webreports/reports/167/S167550.html,34.1141,-118.4068,12121244
04/22/22,01/09/22,04:36:00,Eagan,MN,Sphere,At least 30 minutes,Sphere in north sky spinning and changing colors,Yes,https://nuforc.org/webreports/reports/167/S167145.html,44.817,-93.1638,68205
